Year,Country,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),"Bonaire, Sint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong SAR","China, Macao SAR",Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,Dem. People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Falkland Islands (Malvinas),Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Fed. States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North Macedonia,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
1990,Guinea,,,,,,,,,,,,,,,,,,,,207,,2351,,,,,,,248,,,,479,,98,,,297,,,,,,134,,,,,,,,2472,,61,,,,,,,,,,,,,,,,,,,,,,1642,,,,811,,849,,,,,,,,,,2798,,,,,,,,,,,,,,102,,27,,,,,,,,,,,342691,,,,,,,,,15549,,,,384,,,,,,,,,,,,,,,,,,,1393,910,,,,,,,,,,,,,,237,,,138,,,,478,,,,,,,,,,682,6770,,,15985,,,,,,,,,59,,,,,,,30,,,,1468,,,,,,,,,,84,,,,552,,,,,,,,,,,
1990,Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,960,,,,,,,,,,,3170,,,,,,,,,,,,,,,,,,,,,,,,,,,,3906,,,,,,,,,,,,,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528,,,,,,,,,,,,,,,,,,5053,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,
1990,Liberia,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,388,,,,,247,,,,,,,,,,,,,,2182,,,,,,,,,,,,,,,,,,,,,,,,296,,,,656,,928,9952,,,,,,,,32485,2263,,,,,,,774,,,,,,,252,,,,,,,,,,,4230,,,,,,,,,,,1970,,,,,,,,,,,,,,,,,,,298,,,,1127,2393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,,,7943,,,,,,,,,286,,,,,1120,148,,,,,250,,,,,,,,,,,,1146,,2959,,,,,,,,,,,
1990,Mali,,,380,,,70,,,,,,,,,,,,,,,,542,,,,,,,,,,,23024,,,,592,,,283,,,,301,,,,,4022,,,48556,,,,,,,,,,,,,,,,,,,,,,,,2689,,,4463,595,,,1913,,,,,,,,19164,,,,,,,,,,,,,,,,,,,,,,,,,,,,586,,,,,,,,,,,,,14942,,,,,,,,,,,,,,,,,,,3571,1590,,,,,,,,,,,,,,,,,,,,,384,,,,,,,,,,,12899,,,1227,,,,,,,,,,,,,,,,,,,,893,,,,,,,,,,,,,,233,,,,,,,,,,,
1990,Mauritania,,,1450,,,,,,60,,,,,,,,,,,56,,491,,,,,,,143,,,,,,,,350,46,,,47,,,142,,,,,,,,175,,,,,,,31,,,,,,202,,,,,,,,,,,,,,77,,,,186,,,,,,,,2748,1067,,,,,,,,,,77,,,,50,,,,,,,29,,,,106,,,124,,,,,,,,6776,,,,,,,,,,,,,306,,,,,,,,,,135,,,,,,,,,,,,,,,,,,63,,,,56,,,,,,,,,,273,94138,,,,,,,,,,,,77,,135,,,,,125,,,,104,,,,221,,,,,,,62,,,99,,,,,,,,,,,
1990,Niger,,,293,,,,,,,,,,,,,,,,,,,8948,,,,,,,,,,,9596,,,,265,,,,1443,,,,,,,,,,,4425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,31142,,,,,,,,,,,,,,,,,,,,,,,,38319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732,,,,,,,,,,,,,,,337,,,,,,,,5521,,,,,,,,,,,,,,,,,,,,,,,,,
1990,Nigeria,,,,,,,,,,,,,,,,,,,,,,96599,,,,,,,,,,,,,,,10242,,,,11111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7823,,,,,,,,,14578,,,,,,,,,,,,,,,,,,,,,,,35442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1553,,,,,,,,,,,,,,,,,,,,46886,,,,,,,,,,,,,,,,,,,,,,,,,
1990,Saint Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,127,,,,,,,,,,,,,
1990,Senegal,,,3464,,,,,,,,,,,,,,,,,,,2984,,,,,,,536,,,,,,,,837,,,0,,,,,,,,,,,,2322,,,,,,,0,,,,,,,,,,,,,,,,,11453,,,,4263,,721,1476,,,,,,,,42570,23825,,,,,,,,,,,,,,,,,,,,,,,,,911,,0,,,,,,,,,28161,,,,89862,,,,,,,,,3405,,,,,,,,,,1397,701,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1177,,,,12313,,,,,,,,,,,,,,,,,,,,1380,,,,,0,,,,,,,,,662,,,,,,,,,,,
1990,Sierra Leone,,,,,,,,,,,,,,,,,,,,,,262,,,,,,,,,,,35,,5,,,38,,,0,,,280,,,,,,,,74,,,,,,7,0,,,,,,,,0,0,,,,,,,,,,,,5240,,135,1310,,,,,,,,74272,24,,,,,,,405,,,0,,,,,,7,,,0,,,,,,2090,,130316,,,,,,,,,1953,,,,142,,,,,,,,,,,,,,,,,,,161,2116,,,,,,0,,,,,,,,,,,15,,,,75,0,,,,,,,,,,737,,,,,,,,,0,239,,,,,0,,,,,,,,43,,,,,,,,,,,,611,,506,,,,,,0,,,,0,
1990,Togo,,,,,,,,,,,,,,,,,,,,24,,24038,,,,,,,,,,,6133,,19,,334,18,,179,342,,,247,,,,,123,,,1590,,,,,,,277,,,,,,,,50,,,,,,,,,1816,,,430,510,,75,12685,,,,,,,,1553,62,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,1539,,,,68,,,,,,,,,,,,,,,,,,,10540,9708,,,,,,,,,,,,,,,,,,,,,,880,,,,,,,,19,,483,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,,,,,,,,,,,
1990,Algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2086,,,,,,6544,,,,,,,,,,,,,,,,,,1000,,918,,,,3143,,,2286,,,,1420,,,,1564,,,1982,,,,,,1651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6287,,,,,,,,,,3068,,,,,,,,,,926,,,,,36004,9127,,,,3550,,,,,,,,,,,,,,,,2060,,4509,,,,,,,,167905,2593,,
1990,Egypt,237,111,543,,,23,,14,322,179,,525,716,24,11,382,112,,246,672,,46,,,,,23,,137,,65,71,67,47,,,135,331,,51,305,,21,479,,,65,431,26,,,208,124,,,98,250,117,99,279,243,,,9,,160,,358,14,,567,,,,189,3089,,,,36,,9692,214,7,1306,,,,,7,182,70,,,,,123,,801,1481,134,1359,111,,995,4657,,1455,3386,142,131,,2103,48,,,2317,,40,2936,,,,48,23,2445,4,241,,,,152,,,71,,62,1,,,527,14,9,379,,,1068,,114,,97,586,,147,,106,436,387,,,,,,677,407,44,,287,282,48,,226,9311,59,,,,,,,,,4546,384,,15,41,69,,71,,,1372,190,,449,249,53328,15184,,358,1775,5259,47,967,,,,,,495,770,21,,,91,67,464,3051,156,6679,,,85,,26,,,,3839,26,38
1990,Libya,677,315,1551,,,,,,,511,,1499,2044,,,1091,318,,702,1918,,,,,,,66,,390,,,,,,,,,946,,,871,,,1366,,,,1230,74,,,594,,,,,,,283,796,694,,,,8384,458,,1023,,,1618,,,,538,8821,,,,,,27674,610,,3730,,,,,,,200,,,,,350,,2288,4228,383,3879,,,,13295,,4156,9668,403,375,,6005,,,,6615,,,,,,,,,6980,,688,,,,433,,,,,176,,,,1505,,,,,,3048,,,,275,1674,,,,302,1246,1104,,,,,,1929,1163,,,819,806,,,645,26586,,,,,,,,,,12976,1096,,,117,198,,,,,3917,543,4753,1282,710,152266,38599,,1021,5069,15014,133,2762,,,,,,1414,2197,58,,,,189,1322,8712,445,19067,,,243,,,,,,10956,,
1990,Morocco,,,9188,,,,,,,,,,,,,,,,,959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1286,,,,,,,,,,,,,,,,1271,,,,,,,,,,,15056,,,,,,984,,,,,,,,,673,,,,,,,,,,,1171,,,,1296,,,,,,,,,,,923,,,803,,,,,,,,,,,,1088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1233,,,,,,,,,,,,2802,,,,,,,1399,,,,,,,,1763,,,,,,,,828,,1250,,,,,,,,,,,
1990,Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17911,196164,,,1678,,,,,,,,,,,,,,,15855,,,,,,21455,,,64790,,,942295,,,,,,,,,,,,,,,,,,,,,,,,,,,,2259,,,,,,,,,,,,6118,,,,,,,,,2388,,,,,,,,1058,,,,,,,,,,,,,,,,,,,,,,,,23208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,74433,,,,,,,,,,,,,,,,
1990,Tunisia,,,13757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,550,,,,,,,,,,,,,607,,,,,,,,,,,3870,,,,,,903,,,,,,,,,,,,,,,,,,,,0,,,,1622,,,,,,,,,,,,,,1224,,,,,,,,200,,,,376,,,,,,,,,7275,,,,,,,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,,,,,,,,,,,,,,589,,,,,375,,,,,,,,,,,,,,,,,,236,,,,,,,,,,,
1990,Western Sahara,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,495,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,,,,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,Armenia,,,,,,,,,,,,,,464459,,,,,1280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1646,660,,,5612,,,,,,,,,,,,,,,,9654,,,,,,,,,787,,,,,,,1129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3225,,,,,,,,,1956,820,,,,10066,,,,,,,1150,,,,,,,,
1990,Azerbaijan,254,,,,,,,,,202586,,,,,,,,,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662,,,,,,,,,,,,69766,389,,,,,,,,,,,,,,,,,,,2088,,,,,,,,,4940,,,,3487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,,,39234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,,,,,,,,2894,2352,,,,3842,,,,,,,23232,,,,,,,,
1990,Bahrain,215,,,,,,,,,,,,,,,,20442,,,,,,,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,21908,,,508,,,357,,,,,57,,,,,,,,,,,,,,,,,,,,,,,60505,6151,,,,,,,,,3442,,,,1728,,,,728,,,,,,,,,,,,,,,,,,,,,,,,257,,,,,228,174,,,,,187,,,,,,20949,,,,,,7934,,,,8,,,,,,,,,,,,,,,61,,,,,,,,,,340,,522,,5863,1531,4235,,,,1777,,294,,,,,,155,1291,,,,,,771,1614,,453,,,,,,,,,5876,,
1990,Cyprus,2,69,9,0,,,,,21,292,,741,88,9,0,27,162,,84,65,0,2,0,,3,,17,2,15,,1,1531,,1,,0,14,374,,4,,,12,398,,,31,,,,1,,21,9,,,168,8,170,42,1,0,3,2,1290,3,,1,7,,20,,,1,123,228,0,,,,3802,646,21,1,5898,,,,,0,0,,,1,,1,86,8,684,43,299,78,193,,95,120,4,21,110,59,21,,58,6,1,41,685,,,57,,23,3,2,2,11,,,8,,0,,3,,16,,,,,,16,3,11,1,,14,120,,23,3,2,76,,5,,50,16,129,,5,,2,8,1793,176,16,1,3,2,234,,1345,3235,0,,,,,0,,,,58,2,630,2,1,8,,34,4,,3,1235,,39,2457,90,129,1,227,94,810,2,65,,,,,4,9,152,3,,,5,815,38,9055,36,791,,1,18,,16,16,,,4,34,76
1990,Georgia,,,,,,,,,,4039,,,,7911,,,,,16521,,,,,,,,,,,,,,,,,,,,,,,,,421,,,,,,,,,,,,,,,,,,,,,,,,,846,,,,,,,,,,,,,8348,,,,,,,,,,,,,,,,,,,,,,,,,,,,21017,,,,3360,,1382,,,,,,3623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3794,,,,,4413,,390,151090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3306,,,,,,,,455,1609,,,,46581,,,,,,,10078,,,,,,,,
1990,Iraq,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11075,,,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,,14976,,,,,,,,7970,,,,309,,,,1173,,,,,,,,,,,,,,,154,,,,,,,,,451,,,,,,,,,,,,,,,,,525,,,,,,,,,,,,,,,210,,,,,,,,,,519,,,,,,,,,,204,,360,,,14347,2924,,,,4778,,,,,,,,241,938,,,,,,222,,,,,,,,,,,,1543,,
1990,Israel,2724,,19544,,,,,,25526,,,2102,6373,14696,,,,,33049,3657,,,,,,,,,5866,,,19353,,,,,,4777,,,,,2613,1027,,,1155,,,,,,,,,,,,,1040,,,,,21780,,,,,,40595,,,,529,17904,,,,,25921,26628,,,1320,,,,,,,,,,,,15656,,16927,,47785,74502,,,,4617,,,,6279,,,,1078,,9479,3924,,,19180,,13594,,,,,,,,,,,,,1422,,,,,,157029,,,,,,4337,,,,,,,,,,,,,,,,649,,95566,,,,,28570,,128886,175938,,,,,,,,,,,,,,,,,,,,,8519,,3129,,,,,1178,2662,10963,4484,,,,,,,40293,31449,507,,,,168081,,14958,,47532,,4315,31121,,640,,,,36222,,
1990,Jordan,74,,222,,,,,,,26,,188,78,,,143,948,,,33,,,,,,,320,,101,,11,91,,,,,,241,,,4,,,192,1,,15,,,,,,19,,,13,18,40,,49,,,,,171413,,,139,,,21,,,,,295,,,,,,413,44,,117,,,,,,,,,,,,35,,871,183,119,25773,75,,6,518,,143,,3,,,233,,,,3021,,,338,,,,,,983,,,,,,90,,,,,,,,,398,,2,,,9,147,,28,,,23,,208,,8,540,5168,,,,,,2245,85,,,102,96,2,,310,581,,,,,,,,,,3495,,35,,,,,12,,,24,24,233,282,11062,851880,1891,,82,53,51557,,73,,,,,,221,957,,,,,45,156,465,,1691,,,,,45,,,,2439,,
1990,Kuwait,1334,,,,,,,,,,,,,,,189,126783,,,,,,,,,,,,,,,,,,,,,,,,870,,,,,,,,,,,,,,,,,,,,,,,,135880,,,3148,,,2216,,,,,355,,,,,,,,,,,,,,,,,,,,,,,375183,38147,,,,,,,,,21348,,,,,,,,4513,,,,,,,,,,,,,,,,,,,,,,,,1594,,,,,1416,1080,,,,,1160,,,,,,129928,,,,,,49207,,,,49,,,,,,,,,,,,,,,380,,,,,,,,,,2111,,..,,36364,9497,29503,,,,11021,,1823,,,,,,961,8007,,,,,,4778,10010,,2808,,,,,,,,,36441,,
1990,Lebanon,,,,,,,,,,,,,,,,65,433,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,78308,,,,,,,,,,,135,,,,,,189,,,,,,,,,,,,,,,16,,398,84,,11774,,,3,,,,1380,,,,106,,,,,,,154,,,,,,,,,,,,,,,,,,,,,182,,,,,,,,,,,,,,,,247,2361,,,,,,1026,,,,,,,,,265,,,,,,,,,,1597,,,,,,,,,,,,106,,5054,389171,864,,,,23553,,,,,,,,,437,,,,,21,,212,,773,,,,,,,,,1114,,
1990,Oman,,,,,,,,,,,,,,,,106,50041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18811,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,152554,4605,,118,,,,,,,4527,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611,,,,,,,,,,,35675,,,,,,5930,,,,27,,,,,,,,,,,,,,,215,,,,,,,,,,,,0,,13996,,4910,,,,,,,,,,,,,,,,,,,2702,4260,,,,,,,,,,,,,
1990,Qatar,384,,,,,,,,,,,,,,,54,36556,,,,,,,,,,,,,,,,,,,,,,,,10484,,,,,,,,,,,,,,,,,,,,,,,,250,,,639,,,908,,,,,102,,,,,,,,,,,,,,,,,,,,,,,2738,108178,,,,,,,,,10999,,,,6155,,,,3090,,,,,,,,,,,,,,,,,,,,,,,,1300,,,,,459,407,,,,,311,,,,,,334,,,,,,37462,,,,,,,,,,,,,,,,,,,14187,,,,,,,,,,109,,608,,932,7574,3178,,,,526,,1377,,,,,,277,2308,,,,,,39178,2886,,809,,,,,,,,,10506,,
1990,Saudi Arabia,166255,,,,,,,,,,,,,,,,479380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357540,,,,,,61017,,,,,,,,,,,,,,,,,,,,,,,,,,,,906468,635007,,42857,,,,,,,90278,,,,,,,,57203,,,,,,,,,,,,,,,,,,,,,,,,,,89529,,,177661,,,,,,,,,,,,556715,,,,,,239551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200579,,178769,,,,305838,,,,,,,,,,,,,,,,,,,,,,,,,,,286032,,
1990,State of Palestine,,,,,,,,,,,,,,,,8351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98290,,,,55317,,,,16702,,,,2342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9110,,,,,,,,,,,9870,,,,,,,,,,,,,,,21258,,,,,,,,,,,,,,,,,,,,5224,,,,,,,,850,,,,,,,10629,,,8436,,,,,,,,,1486,,
1990,Syrian Arab Republic,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,244707,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,Turkey,7652,801,156,,,,,,34,192,,2910,6979,4062,,,79,,72,4703,,,,,,,6811,,83,18,,462767,,,,,,345,,,,,10,529,14,,11,,,,13,,53,10,,9195,274,7,7,814,,,,,2318,,,,27,18,23,,,,404,10280,,,,,1575,176820,34,,101752,,,11,0,,,,,,,,126,10,126,43,23816,33620,130,,658,1958,,972,217,1209,42,,69,423,,15,273,,,743,,63,11,,,64,,,10,,,,,,37,,,46,,,113,,18,,,,9916,,70,,,70,,37647,,860,6,275,,,,,13,141,826,54,,7,124,564,,5018,11430,,,,,,,,,,3344,16,,,,48,,76,35,,114,71,,292,18,768,63,,1291,8109,5247,64,35,,,,,,132,,492,,,,1011,3344,6483,53,12868,,10,1992,,9,7,,,16,,
1990,United Arab Emirates,1630,,,,,,,,,,,,,,,231,154869,,,,,,,,,,,,,,,,,,,,,,,,1063,,,,,,,,,,,,,,,,,,,,,,,,165980,,,3846,,,2708,,,,,434,,,,,,,,,,,,,,,,,,,,,,,458294,46598,,,,,,,,,26078,,,,13095,,,,5513,,,,,,,,,,,,,,,,,,,,,,,,1948,,,,,1730,1320,,,,,1417,,,,,,158710,,,,,,60107,,,,61,,,,,,,,,,,,,,,465,,,,,,,,,,2578,,3951,,44420,11602,32088,,,,13462,,2228,,,,,,1175,9781,,,,,,,12229,,3431,,,,,,,,,44514,,
1990,Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8579,,,0,,,15804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,36771,,0,,,2562,18648,,,,2238,,,,,,,,,,,,,,,,,,,,,,,,706,,,,,
1990,Kazakhstan,,,,,,,,,,7596,,,,35789,,,,,72545,,,,,,,,,,,,,,,,,,,,,,,,,695,,,,,,,,,,,,,,19805,,,,,,,,,,,358,,,,,,,,,,,,3773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5606,,358,,,,,,4347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41045,13149,,,2474111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5085,,,,,,,,19692,338,,,,356063,,,,,,,131905,,,,,,,,
1990,Kyrgyzstan,,,,,,,,,,7381,,,,14455,,,,,30187,,,,,,,,,,,,,,,,,,,,,,,,,770,,,,,,,,,,,,,,800,,,,,,,,,,,1544,,,,,,361,,,,,,10351,15254,,,,,,,,,,,,,,,,,,,,,,,,,,,,38405,,,,,,2526,,,,,,6622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6934,,,,1459,8066,,713,349174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6041,,,,,,,,833,2941,,,,85115,,,,,,,18416,,,372,,,,,
1990,Tajikistan,8485,,198,,,,,,,257,,,98,257,,,,,893,,,,,,,,,,,,38,,,,,,,77,,,,,,74,,,,,,,,,,,,,,238,,199,,,,,,,,,,,,,,,,,,,,,872,205,,,,,,,,,,,,,,,,,935,,1813,97,,,,,,,,1101,,,,20042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,166,,37,,,,,,57,178,,,,,,,58,,,,,2071,,,363565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,1175,1084,,,,3990,,477,,417,37,,18848,,,,,,,38,
1990,Turkmenistan,321,,,,,,,,,11254,,,,11793,,,,,3259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1567,,,,,,,,,,,,,,,,,,,2699,,,,,,,,,31076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1456,,,,,,,,,,,,,12676,,,,,,,110271,,,,,,,,
1990,Uzbekistan,,,,,,,,,,9213,,,,23261,,,,,37057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19362,,,,,,,,,,,,,,,,,,,,,,,,,,,,30344,,,,5481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1267201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4971,,,,,,,,,330,,,,180213,,,,,,,,,,,,,,,
1990,Afghanistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40537,,,,,,,,,,,,,,,,,,,,2027,,,,,,,,
1990,Bangladesh,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,552,,,,,,,12924,,,,,,,,140163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13339,70627,,,,,,,,9042,,,,,,,58722,,,,,,,,,,,92533,,,,,,,,,,,,,,,,,225851,,,9670,,,,,,,,,,4240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10556,,,,,,,,,,,,,,,,,15503,,,,,,,,,,,,,,9090,,28559,,,,,,40088,,,,,
